층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점
1층,A블록,1,1,1층 A블록1열 1,1451,542,-93,1층 E블록1열 9
1층,A블록,1,2,1층 A블록1열 2,1406,555,-93,1층 E블록1열 8
1층,A블록,1,3,1층 A블록1열 3,1361,568,-93,1층 E블록1열 7
1층,A블록,1,4,1층 A블록1열 4,1315,580,-93,1층 E블록1열 6
1층,A블록,1,5,1층 A블록1열 5,1270,591,-93,1층 E블록1열 5
1층,A블록,1,6,1층 A블록1열 6,1224,602,-93,1층 E블록1열 4
1층,A블록,1,7,1층 A블록1열 7,1178,613,-93,1층 E블록1열 3
1층,A블록,1,8,1층 A블록1열 8,1133,624,-93,1층 E블록1열 2
1층,A블록,1,9,1층 A블록1열 9,1086,633,-93,1층 E블록1열 1
1층,B블록,1,1,1층 B블록1열 1,927,664,-93,1층 D블록1열 9
1층,B블록,1,2,1층 B블록1열 2,871,673,-93,1층 D블록1열 8
1층,B블록,1,3,1층 B블록1열 3,816,682,-93,1층 D블록1열 7
1층,B블록,1,4,1층 B블록1열 4,761,691,-93,1층 D블록1열 6
1층,B블록,1,5,1층 B블록1열 5,706,699,-93,1층 D블록1열 5
1층,B블록,1,6,1층 B블록1열 6,650,706,-93,1층 D블록1열 4
1층,B블록,1,7,1층 B블록1열 7,595,715,-93,1층 D블록1열 3
1층,B블록,1,8,1층 B블록1열 8,539,720,-93,1층 D블록1열 2
1층,B블록,1,9,1층 B블록1열 9,484,725,-93,1층 D블록1열 1
1층,C블록,1,1,1층 C블록1열 1,319,737,-93,1층 C블록1열 12
1층,C블록,1,2,1층 C블록1열 2,261,740,-93,1층 C블록1열 11
1층,C블록,1,3,1층 C블록1열 3,203,744,-93,1층 C블록1열 10
1층,C블록,1,4,1층 C블록1열 4,145,745,-93,1층 C블록1열 9
1층,C블록,1,5,1층 C블록1열 5,87,746,-93,1층 C블록1열 8
1층,C블록,1,6,1층 C블록1열 6,29,747,-93,1층 C블록1열 7
1층,C블록,1,7,1층 C블록1열 7,-29,747,-93,1층 C블록1열 6
1층,C블록,1,8,1층 C블록1열 8,-87,746,-93,1층 C블록1열 5
1층,C블록,1,9,1층 C블록1열 9,-145,745,-93,1층 C블록1열 4
1층,C블록,1,10,1층 C블록1열 10,-203,744,-93,1층 C블록1열 3
1층,C블록,1,11,1층 C블록1열 11,-261,740,-93,1층 C블록1열 2
1층,C블록,1,12,1층 C블록1열 12,-319,737,-93,1층 C블록1열 1
1층,D블록,1,1,1층 D블록1열 1,-484,725,-93,1층 B블록1열 9
1층,D블록,1,2,1층 D블록1열 2,-539,720,-93,1층 B블록1열 8
1층,D블록,1,3,1층 D블록1열 3,-595,715,-93,1층 B블록1열 7
1층,D블록,1,4,1층 D블록1열 4,-650,706,-93,1층 B블록1열 6
1층,D블록,1,5,1층 D블록1열 5,-706,699,-93,1층 B블록1열 5
1층,D블록,1,6,1층 D블록1열 6,-761,691,-93,1층 B블록1열 4
1층,D블록,1,7,1층 D블록1열 7,-816,682,-93,1층 B블록1열 3
1층,D블록,1,8,1층 D블록1열 8,-871,673,-93,1층 B블록1열 2
1층,D블록,1,9,1층 D블록1열 9,-927,664,-93,1층 B블록1열 1
1층,E블록,1,1,1층 E블록1열 1,-1086,633,-93,1층 A블록1열 9
1층,E블록,1,2,1층 E블록1열 2,-1133,624,-93,1층 A블록1열 8
1층,E블록,1,3,1층 E블록1열 3,-1178,613,-93,1층 A블록1열 7
1층,E블록,1,4,1층 E블록1열 4,-1224,602,-93,1층 A블록1열 6
1층,E블록,1,5,1층 E블록1열 5,-1270,591,-93,1층 A블록1열 5
1층,E블록,1,6,1층 E블록1열 6,-1315,580,-93,1층 A블록1열 4
1층,E블록,1,7,1층 E블록1열 7,-1361,568,-93,1층 A블록1열 3
1층,E블록,1,8,1층 E블록1열 8,-1406,555,-93,1층 A블록1열 2
1층,E블록,1,9,1층 E블록1열 9,-1451,542,-93,1층 A블록1열 1
1층,A블록,2,1,1층 A블록2열 1,1478,634,-76,1층 E블록2열 9
1층,A블록,2,2,1층 A블록2열 2,1432,646,-76,1층 E블록2열 8
1층,A블록,2,3,1층 A블록2열 3,1386,659,-76,1층 E블록2열 7
1층,A블록,2,4,1층 A블록2열 4,1339,671,-76,1층 E블록2열 6
1층,A블록,2,5,1층 A블록2열 5,1293,683,-76,1층 E블록2열 5
1층,A블록,2,6,1층 A블록2열 6,1246,694,-76,1층 E블록2열 4
1층,A블록,2,7,1층 A블록2열 7,1200,705,-76,1층 E블록2열 3
1층,A블록,2,8,1층 A블록2열 8,1153,716,-76,1층 E블록2열 2
1층,A블록,2,9,1층 A블록2열 9,1107,725,-76,1층 E블록2열 1
1층,B블록,2,1,1층 B블록2열 1,952,756,-76,1층 D블록2열 10
1층,B블록,2,2,1층 B블록2열 2,900,764,-76,1층 D블록2열 9
1층,B블록,2,3,1층 B블록2열 3,848,773,-76,1층 D블록2열 8
1층,B블록,2,4,1층 B블록2열 4,796,782,-76,1층 D블록2열 7
1층,B블록,2,5,1층 B블록2열 5,744,789,-76,1층 D블록2열 6
1층,B블록,2,6,1층 B블록2열 6,692,796,-76,1층 D블록2열 5
1층,B블록,2,7,1층 B블록2열 7,640,804,-76,1층 D블록2열 4
1층,B블록,2,8,1층 B블록2열 8,587,811,-76,1층 D블록2열 3
1층,B블록,2,9,1층 B블록2열 9,535,815,-76,1층 D블록2열 2
1층,B블록,2,10,1층 B블록2열 10,482,820,-76,1층 D블록2열 1
1층,C블록,2,1,1층 C블록2열 1,324,832,-76,1층 C블록2열 12
1층,C블록,2,2,1층 C블록2열 2,265,835,-76,1층 C블록2열 11
1층,C블록,2,3,1층 C블록2열 3,206,839,-76,1층 C블록2열 10
1층,C블록,2,4,1층 C블록2열 4,147,840,-76,1층 C블록2열 9
1층,C블록,2,5,1층 C블록2열 5,88,841,-76,1층 C블록2열 8
1층,C블록,2,6,1층 C블록2열 6,29,842,-76,1층 C블록2열 7
1층,C블록,2,7,1층 C블록2열 7,-29,842,-76,1층 C블록2열 6
1층,C블록,2,8,1층 C블록2열 8,-88,841,-76,1층 C블록2열 5
1층,C블록,2,9,1층 C블록2열 9,-147,840,-76,1층 C블록2열 4
1층,C블록,2,10,1층 C블록2열 10,-206,839,-76,1층 C블록2열 3
1층,C블록,2,11,1층 C블록2열 11,-265,835,-76,1층 C블록2열 2
1층,C블록,2,12,1층 C블록2열 12,-324,832,-76,1층 C블록2열 1
1층,D블록,2,1,1층 D블록2열 1,-482,820,-76,1층 B블록2열 10
1층,D블록,2,2,1층 D블록2열 2,-535,815,-76,1층 B블록2열 9
1층,D블록,2,3,1층 D블록2열 3,-587,811,-76,1층 B블록2열 8
1층,D블록,2,4,1층 D블록2열 4,-640,804,-76,1층 B블록2열 7
1층,D블록,2,5,1층 D블록2열 5,-692,796,-76,1층 B블록2열 6
1층,D블록,2,6,1층 D블록2열 6,-744,789,-76,1층 B블록2열 5
1층,D블록,2,7,1층 D블록2열 7,-796,782,-76,1층 B블록2열 4
1층,D블록,2,8,1층 D블록2열 8,-848,773,-76,1층 B블록2열 3
1층,D블록,2,9,1층 D블록2열 9,-900,764,-76,1층 B블록2열 2
1층,D블록,2,10,1층 D블록2열 10,-952,756,-76,1층 B블록2열 1
1층,E블록,2,1,1층 E블록2열 1,-1107,725,-76,1층 A블록2열 9
1층,E블록,2,2,1층 E블록2열 2,-1153,716,-76,1층 A블록2열 8
1층,E블록,2,3,1층 E블록2열 3,-1200,705,-76,1층 A블록2열 7
1층,E블록,2,4,1층 E블록2열 4,-1246,694,-76,1층 A블록2열 6
1층,E블록,2,5,1층 E블록2열 5,-1293,683,-76,1층 A블록2열 5
1층,E블록,2,6,1층 E블록2열 6,-1339,671,-76,1층 A블록2열 4
1층,E블록,2,7,1층 E블록2열 7,-1386,659,-76,1층 A블록2열 3
1층,E블록,2,8,1층 E블록2열 8,-1432,646,-76,1층 A블록2열 2
1층,E블록,2,9,1층 E블록2열 9,-1478,634,-76,1층 A블록2열 1
1층,A블록,3,1,1층 A블록3열 1,1503,725,-59,1층 E블록3열 9
1층,A블록,3,2,1층 A블록3열 2,1457,738,-59,1층 E블록3열 8
1층,A블록,3,3,1층 A블록3열 3,1411,751,-59,1층 E블록3열 7
1층,A블록,3,4,1층 A블록3열 4,1362,764,-59,1층 E블록3열 6
1층,A블록,3,5,1층 A블록3열 5,1315,775,-59,1층 E블록3열 5
1층,A블록,3,6,1층 A블록3열 6,1269,786,-59,1층 E블록3열 4
1층,A블록,3,7,1층 A블록3열 7,1222,798,-59,1층 E블록3열 3
1층,A블록,3,8,1층 A블록3열 8,1172,809,-59,1층 E블록3열 2
1층,A블록,3,9,1층 A블록3열 9,1125,819,-59,1층 E블록3열 1
1층,B블록,3,1,1층 B블록3열 1,968,850,-59,1층 D블록3열 10
1층,B블록,3,2,1층 B블록3열 2,915,858,-59,1층 D블록3열 9
1층,B블록,3,3,1층 B블록3열 3,862,867,-59,1층 D블록3열 8
1층,B블록,3,4,1층 B블록3열 4,809,876,-59,1층 D블록3열 7
1층,B블록,3,5,1층 B블록3열 5,756,883,-59,1층 D블록3열 6
1층,B블록,3,6,1층 B블록3열 6,703,891,-59,1층 D블록3열 5
1층,B블록,3,7,1층 B블록3열 7,650,898,-59,1층 D블록3열 4
1층,B블록,3,8,1층 B블록3열 8,597,905,-59,1층 D블록3열 3
1층,B블록,3,9,1층 B블록3열 9,544,910,-59,1층 D블록3열 2
1층,B블록,3,10,1층 B블록3열 10,491,915,-59,1층 D블록3열 1
1층,C블록,3,1,1층 C블록3열 1,330,927,-59,1층 C블록3열 12
1층,C블록,3,2,1층 C블록3열 2,270,930,-59,1층 C블록3열 11
1층,C블록,3,3,1층 C블록3열 3,210,934,-59,1층 C블록3열 10
1층,C블록,3,4,1층 C블록3열 4,150,935,-59,1층 C블록3열 9
1층,C블록,3,5,1층 C블록3열 5,90,936,-59,1층 C블록3열 8
1층,C블록,3,6,1층 C블록3열 6,30,937,-59,1층 C블록3열 7
1층,C블록,3,7,1층 C블록3열 7,-30,937,-59,1층 C블록3열 6
1층,C블록,3,8,1층 C블록3열 8,-90,936,-59,1층 C블록3열 5
1층,C블록,3,9,1층 C블록3열 9,-150,935,-59,1층 C블록3열 4
1층,C블록,3,10,1층 C블록3열 10,-210,934,-59,1층 C블록3열 3
1층,C블록,3,11,1층 C블록3열 11,-270,930,-59,1층 C블록3열 2
1층,C블록,3,12,1층 C블록3열 12,-330,927,-59,1층 C블록3열 1
1층,D블록,3,1,1층 D블록3열 1,-491,915,-59,1층 B블록3열 10
1층,D블록,3,2,1층 D블록3열 2,-544,910,-59,1층 B블록3열 9
1층,D블록,3,3,1층 D블록3열 3,-597,905,-59,1층 B블록3열 8
1층,D블록,3,4,1층 D블록3열 4,-650,898,-59,1층 B블록3열 7
1층,D블록,3,5,1층 D블록3열 5,-703,891,-59,1층 B블록3열 6
1층,D블록,3,6,1층 D블록3열 6,-756,883,-59,1층 B블록3열 5
1층,D블록,3,7,1층 D블록3열 7,-809,876,-59,1층 B블록3열 4
1층,D블록,3,8,1층 D블록3열 8,-862,867,-59,1층 B블록3열 3
1층,D블록,3,9,1층 D블록3열 9,-915,858,-59,1층 B블록3열 2
1층,D블록,3,10,1층 D블록3열 10,-968,850,-59,1층 B블록3열 1
1층,E블록,3,1,1층 E블록3열 1,-1125,819,-59,1층 A블록3열 9
1층,E블록,3,2,1층 E블록3열 2,-1172,809,-59,1층 A블록3열 8
1층,E블록,3,3,1층 E블록3열 3,-1222,798,-59,1층 A블록3열 7
1층,E블록,3,4,1층 E블록3열 4,-1269,786,-59,1층 A블록3열 6
1층,E블록,3,5,1층 E블록3열 5,-1315,775,-59,1층 A블록3열 5
1층,E블록,3,6,1층 E블록3열 6,-1362,764,-59,1층 A블록3열 4
1층,E블록,3,7,1층 E블록3열 7,-1411,751,-59,1층 A블록3열 3
1층,E블록,3,8,1층 E블록3열 8,-1457,738,-59,1층 A블록3열 2
1층,E블록,3,9,1층 E블록3열 9,-1503,725,-59,1층 A블록3열 1
1층,A블록,4,1,1층 A블록4열 1,1578,803,-42,1층 E블록4열 10
1층,A블록,4,2,1층 A블록4열 2,1530,816,-42,1층 E블록4열 9
1층,A블록,4,3,1층 A블록4열 3,1482,830,-42,1층 E블록4열 8
1층,A블록,4,4,1층 A블록4열 4,1435,844,-42,1층 E블록4열 7
1층,A블록,4,5,1층 A블록4열 5,1386,856,-42,1층 E블록4열 6
1층,A블록,4,6,1층 A블록4열 6,1338,867,-42,1층 E블록4열 5
1층,A블록,4,7,1층 A블록4열 7,1290,879,-42,1층 E블록4열 4
1층,A블록,4,8,1층 A블록4열 8,1241,891,-42,1층 E블록4열 3
1층,A블록,4,9,1층 A블록4열 9,1193,902,-42,1층 E블록4열 2
1층,A블록,4,10,1층 A블록4열 10,1144,912,-42,1층 E블록4열 1
1층,B블록,4,1,1층 B블록4열 1,982,943,-42,1층 D블록4열 10
1층,B블록,4,2,1층 B블록4열 2,929,952,-42,1층 D블록4열 9
1층,B블록,4,3,1층 B블록4열 3,875,961,-42,1층 D블록4열 8
1층,B블록,4,4,1층 B블록4열 4,822,970,-42,1층 D블록4열 7
1층,B블록,4,5,1층 B블록4열 5,768,978,-42,1층 D블록4열 6
1층,B블록,4,6,1층 B블록4열 6,715,985,-42,1층 D블록4열 5
1층,B블록,4,7,1층 B블록4열 7,661,992,-42,1층 D블록4열 4
1층,B블록,4,8,1층 B블록4열 8,607,1000,-42,1층 D블록4열 3
1층,B블록,4,9,1층 B블록4열 9,553,1005,-42,1층 D블록4열 2
1층,B블록,4,10,1층 B블록4열 10,499,1009,-42,1층 D블록4열 1
1층,C블록,4,1,1층 C블록4열 1,335,1022,-42,1층 C블록4열 12
1층,C블록,4,2,1층 C블록4열 2,274,1025,-42,1층 C블록4열 11
1층,C블록,4,3,1층 C블록4열 3,213,1029,-42,1층 C블록4열 10
1층,C블록,4,4,1층 C블록4열 4,152,1030,-42,1층 C블록4열 9
1층,C블록,4,5,1층 C블록4열 5,91,1031,-42,1층 C블록4열 8
1층,C블록,4,6,1층 C블록4열 6,30,1032,-42,1층 C블록4열 7
1층,C블록,4,7,1층 C블록4열 7,-30,1032,-42,1층 C블록4열 6
1층,C블록,4,8,1층 C블록4열 8,-91,1031,-42,1층 C블록4열 5
1층,C블록,4,9,1층 C블록4열 9,-152,1030,-42,1층 C블록4열 4
1층,C블록,4,10,1층 C블록4열 10,-213,1029,-42,1층 C블록4열 3
1층,C블록,4,11,1층 C블록4열 11,-274,1025,-42,1층 C블록4열 2
1층,C블록,4,12,1층 C블록4열 12,-335,1022,-42,1층 C블록4열 1
1층,D블록,4,1,1층 D블록4열 1,-499,1009,-42,1층 B블록4열 10
1층,D블록,4,2,1층 D블록4열 2,-553,1005,-42,1층 B블록4열 9
1층,D블록,4,3,1층 D블록4열 3,-607,1000,-42,1층 B블록4열 8
1층,D블록,4,4,1층 D블록4열 4,-661,992,-42,1층 B블록4열 7
1층,D블록,4,5,1층 D블록4열 5,-715,985,-42,1층 B블록4열 6
1층,D블록,4,6,1층 D블록4열 6,-768,978,-42,1층 B블록4열 5
1층,D블록,4,7,1층 D블록4열 7,-822,970,-42,1층 B블록4열 4
1층,D블록,4,8,1층 D블록4열 8,-875,961,-42,1층 B블록4열 3
1층,D블록,4,9,1층 D블록4열 9,-929,952,-42,1층 B블록4열 2
1층,D블록,4,10,1층 D블록4열 10,-982,943,-42,1층 B블록4열 1
1층,E블록,4,1,1층 E블록4열 1,-1144,912,-42,1층 A블록4열 10
1층,E블록,4,2,1층 E블록4열 2,-1193,902,-42,1층 A블록4열 9
1층,E블록,4,3,1층 E블록4열 3,-1241,891,-42,1층 A블록4열 8
1층,E블록,4,4,1층 E블록4열 4,-1290,879,-42,1층 A블록4열 7
1층,E블록,4,5,1층 E블록4열 5,-1338,867,-42,1층 A블록4열 6
1층,E블록,4,6,1층 E블록4열 6,-1386,856,-42,1층 A블록4열 5
1층,E블록,4,7,1층 E블록4열 7,-1435,844,-42,1층 A블록4열 4
1층,E블록,4,8,1층 E블록4열 8,-1482,830,-42,1층 A블록4열 3
1층,E블록,4,9,1층 E블록4열 9,-1530,816,-42,1층 A블록4열 2
1층,E블록,4,10,1층 E블록4열 10,-1578,803,-42,1층 A블록4열 1
1층,A블록,5,1,1층 A블록5열 1,1603,894,-24,1층 E블록5열 10
1층,A블록,5,2,1층 A블록5열 2,1556,908,-24,1층 E블록5열 9
1층,A블록,5,3,1층 A블록5열 3,1508,921,-24,1층 E블록5열 8
1층,A블록,5,4,1층 A블록5열 4,1460,934,-24,1층 E블록5열 7
1층,A블록,5,5,1층 A블록5열 5,1409,948,-24,1층 E블록5열 6
1층,A블록,5,6,1층 A블록5열 6,1360,960,-24,1층 E블록5열 5
1층,A블록,5,7,1층 A블록5열 7,1312,971,-24,1층 E블록5열 4
1층,A블록,5,8,1층 A블록5열 8,1264,983,-24,1층 E블록5열 3
1층,A블록,5,9,1층 A블록5열 9,1212,995,-24,1층 E블록5열 2
1층,A블록,5,10,1층 A블록5열 10,1163,1005,-24,1층 E블록5열 1
1층,B블록,5,1,1층 B블록5열 1,997,1037,-24,1층 D블록5열 10
1층,B블록,5,2,1층 B블록5열 2,943,1046,-24,1층 D블록5열 9
1층,B블록,5,3,1층 B블록5열 3,889,1055,-24,1층 D블록5열 8
1층,B블록,5,4,1층 B블록5열 4,835,1064,-24,1층 D블록5열 7
1층,B블록,5,5,1층 B블록5열 5,780,1072,-24,1층 D블록5열 6
1층,B블록,5,6,1층 B블록5열 6,726,1079,-24,1층 D블록5열 5
1층,B블록,5,7,1층 B블록5열 7,671,1087,-24,1층 D블록5열 4
1층,B블록,5,8,1층 B블록5열 8,617,1094,-24,1층 D블록5열 3
1층,B블록,5,9,1층 B블록5열 9,562,1099,-24,1층 D블록5열 2
1층,B블록,5,10,1층 B블록5열 10,508,1104,-24,1층 D블록5열 1
1층,C블록,5,1,1층 C블록5열 1,341,1116,-24,1층 C블록5열 12
1층,C블록,5,2,1층 C블록5열 2,279,1120,-24,1층 C블록5열 11
1층,C블록,5,3,1층 C블록5열 3,217,1124,-24,1층 C블록5열 10
1층,C블록,5,4,1층 C블록5열 4,155,1125,-24,1층 C블록5열 9
1층,C블록,5,5,1층 C블록5열 5,93,1126,-24,1층 C블록5열 8
1층,C블록,5,6,1층 C블록5열 6,31,1127,-24,1층 C블록5열 7
1층,C블록,5,7,1층 C블록5열 7,-31,1127,-24,1층 C블록5열 6
1층,C블록,5,8,1층 C블록5열 8,-93,1126,-24,1층 C블록5열 5
1층,C블록,5,9,1층 C블록5열 9,-155,1125,-24,1층 C블록5열 4
1층,C블록,5,10,1층 C블록5열 10,-217,1124,-24,1층 C블록5열 3
1층,C블록,5,11,1층 C블록5열 11,-279,1120,-24,1층 C블록5열 2
1층,C블록,5,12,1층 C블록5열 12,-341,1116,-24,1층 C블록5열 1
1층,D블록,5,1,1층 D블록5열 1,-508,1104,-24,1층 B블록5열 10
1층,D블록,5,2,1층 D블록5열 2,-562,1099,-24,1층 B블록5열 9
1층,D블록,5,3,1층 D블록5열 3,-617,1094,-24,1층 B블록5열 8
1층,D블록,5,4,1층 D블록5열 4,-671,1087,-24,1층 B블록5열 7
1층,D블록,5,5,1층 D블록5열 5,-726,1079,-24,1층 B블록5열 6
1층,D블록,5,6,1층 D블록5열 6,-780,1072,-24,1층 B블록5열 5
1층,D블록,5,7,1층 D블록5열 7,-835,1064,-24,1층 B블록5열 4
1층,D블록,5,8,1층 D블록5열 8,-889,1055,-24,1층 B블록5열 3
1층,D블록,5,9,1층 D블록5열 9,-943,1046,-24,1층 B블록5열 2
1층,D블록,5,10,1층 D블록5열 10,-997,1037,-24,1층 B블록5열 1
1층,E블록,5,1,1층 E블록5열 1,-1163,1005,-24,1층 A블록5열 10
1층,E블록,5,2,1층 E블록5열 2,-1212,995,-24,1층 A블록5열 9
1층,E블록,5,3,1층 E블록5열 3,-1264,983,-24,1층 A블록5열 8
1층,E블록,5,4,1층 E블록5열 4,-1312,971,-24,1층 A블록5열 7
1층,E블록,5,5,1층 E블록5열 5,-1360,960,-24,1층 A블록5열 6
1층,E블록,5,6,1층 E블록5열 6,-1409,948,-24,1층 A블록5열 5
1층,E블록,5,7,1층 E블록5열 7,-1460,934,-24,1층 A블록5열 4
1층,E블록,5,8,1층 E블록5열 8,-1508,921,-24,1층 A블록5열 3
1층,E블록,5,9,1층 E블록5열 9,-1556,908,-24,1층 A블록5열 2
1층,E블록,5,10,1층 E블록5열 10,-1603,894,-24,1층 A블록5열 1
1층,A블록,6,1,1층 A블록6열 1,1630,986,-7,1층 E블록6열 10
1층,A블록,6,2,1층 A블록6열 2,1580,999,-7,1층 E블록6열 9
1층,A블록,6,3,1층 A블록6열 3,1531,1013,-7,1층 E블록6열 8
1층,A블록,6,4,1층 A블록6열 4,1481,1028,-7,1층 E블록6열 7
1층,A블록,6,5,1층 A블록6열 5,1431,1040,-7,1층 E블록6열 6
1층,A블록,6,6,1층 A블록6열 6,1381,1052,-7,1층 E블록6열 5
1층,A블록,6,7,1층 A블록6열 7,1331,1064,-7,1층 E블록6열 4
1층,A블록,6,8,1층 A블록6열 8,1281,1078,-7,1층 E블록6열 3
1층,A블록,6,9,1층 A블록6열 9,1231,1088,-7,1층 E블록6열 2
1층,A블록,6,10,1층 A블록6열 10,1180,1098,-7,1층 E블록6열 1
1층,B블록,6,1,1층 B블록6열 1,1023,1129,-7,1층 D블록6열 11
1층,B블록,6,2,1층 B블록6열 2,971,1138,-7,1층 D블록6열 10
1층,B블록,6,3,1층 B블록6열 3,920,1146,-7,1층 D블록6열 9
1층,B블록,6,4,1층 B블록6열 4,869,1155,-7,1층 D블록6열 8
1층,B블록,6,5,1층 B블록6열 5,817,1163,-7,1층 D블록6열 7
1층,B블록,6,6,1층 B블록6열 6,766,1170,-7,1층 D블록6열 6
1층,B블록,6,7,1층 B블록6열 7,714,1177,-7,1층 D블록6열 5
1층,B블록,6,8,1층 B블록6열 8,663,1184,-7,1층 D블록6열 4
1층,B블록,6,9,1층 B블록6열 9,611,1190,-7,1층 D블록6열 3
1층,B블록,6,10,1층 B블록6열 10,559,1195,-7,1층 D블록6열 2
1층,B블록,6,11,1층 B블록6열 11,507,1199,-7,1층 D블록6열 1
1층,C블록,6,1,1층 C블록6열 1,354,1211,-7,1층 C블록6열 13
1층,C블록,6,2,1층 C블록6열 2,295,1214,-7,1층 C블록6열 12
1층,C블록,6,3,1층 C블록6열 3,236,1217,-7,1층 C블록6열 11
1층,C블록,6,4,1층 C블록6열 4,177,1220,-7,1층 C블록6열 10
1층,C블록,6,5,1층 C블록6열 5,118,1221,-7,1층 C블록6열 9
1층,C블록,6,6,1층 C블록6열 6,59,1222,-7,1층 C블록6열 8
1층,C블록,6,7,1층 C블록6열 7,0,1223,-7,1층 C블록6열 7
1층,C블록,6,8,1층 C블록6열 8,-59,1222,-7,1층 C블록6열 6
1층,C블록,6,9,1층 C블록6열 9,-118,1221,-7,1층 C블록6열 5
1층,C블록,6,10,1층 C블록6열 10,-177,1220,-7,1층 C블록6열 4
1층,C블록,6,11,1층 C블록6열 11,-236,1217,-7,1층 C블록6열 3
1층,C블록,6,12,1층 C블록6열 12,-295,1214,-7,1층 C블록6열 2
1층,C블록,6,13,1층 C블록6열 13,-354,1211,-7,1층 C블록6열 1
1층,D블록,6,1,1층 D블록6열 1,-507,1199,-7,1층 B블록6열 11
1층,D블록,6,2,1층 D블록6열 2,-559,1195,-7,1층 B블록6열 10
1층,D블록,6,3,1층 D블록6열 3,-611,1190,-7,1층 B블록6열 9
1층,D블록,6,4,1층 D블록6열 4,-663,1184,-7,1층 B블록6열 8
1층,D블록,6,5,1층 D블록6열 5,-714,1177,-7,1층 B블록6열 7
1층,D블록,6,6,1층 D블록6열 6,-766,1170,-7,1층 B블록6열 6
1층,D블록,6,7,1층 D블록6열 7,-817,1163,-7,1층 B블록6열 5
1층,D블록,6,8,1층 D블록6열 8,-869,1155,-7,1층 B블록6열 4
1층,D블록,6,9,1층 D블록6열 9,-920,1146,-7,1층 B블록6열 3
1층,D블록,6,10,1층 D블록6열 10,-971,1138,-7,1층 B블록6열 2
1층,D블록,6,11,1층 D블록6열 11,-1023,1129,-7,1층 B블록6열 1
1층,E블록,6,1,1층 E블록6열 1,-1180,1098,-7,1층 A블록6열 10
1층,E블록,6,2,1층 E블록6열 2,-1231,1088,-7,1층 A블록6열 9
1층,E블록,6,3,1층 E블록6열 3,-1281,1078,-7,1층 A블록6열 8
1층,E블록,6,4,1층 E블록6열 4,-1331,1064,-7,1층 A블록6열 7
1층,E블록,6,5,1층 E블록6열 5,-1381,1052,-7,1층 A블록6열 6
1층,E블록,6,6,1층 E블록6열 6,-1431,1040,-7,1층 A블록6열 5
1층,E블록,6,7,1층 E블록6열 7,-1481,1028,-7,1층 A블록6열 4
1층,E블록,6,8,1층 E블록6열 8,-1531,1013,-7,1층 A블록6열 3
1층,E블록,6,9,1층 E블록6열 9,-1580,999,-7,1층 A블록6열 2
1층,E블록,6,10,1층 E블록6열 10,-1630,986,-7,1층 A블록6열 1
1층,A블록,7,1,1층 A블록7열 1,1655,1077,12,1층 E블록7열 10
1층,A블록,7,2,1층 A블록7열 2,1605,1091,12,1층 E블록7열 9
1층,A블록,7,3,1층 A블록7열 3,1554,1105,12,1층 E블록7열 8
1층,A블록,7,4,1층 A블록7열 4,1504,1119,12,1층 E블록7열 7
1층,A블록,7,5,1층 A블록7열 5,1453,1134,12,1층 E블록7열 6
1층,A블록,7,6,1층 A블록7열 6,1403,1145,12,1층 E블록7열 5
1층,A블록,7,7,1층 A블록7열 7,1352,1157,12,1층 E블록7열 4
1층,A블록,7,8,1층 A블록7열 8,1301,1170,12,1층 E블록7열 3
1층,A블록,7,9,1층 A블록7열 9,1250,1182,12,1층 E블록7열 2
1층,A블록,7,10,1층 A블록7열 10,1199,1191,12,1층 E블록7열 1
1층,B블록,7,1,1층 B블록7열 1,1038,1223,12,1층 D블록7열 11
1층,B블록,7,2,1층 B블록7열 2,987,1232,12,1층 D블록7열 10
1층,B블록,7,3,1층 B블록7열 3,935,1240,12,1층 D블록7열 9
1층,B블록,7,4,1층 B블록7열 4,884,1248,12,1층 D블록7열 8
1층,B블록,7,5,1층 B블록7열 5,830,1257,12,1층 D블록7열 7
1층,B블록,7,6,1층 B블록7열 6,779,1264,12,1층 D블록7열 6
1층,B블록,7,7,1층 B블록7열 7,727,1271,12,1층 D블록7열 5
1층,B블록,7,8,1층 B블록7열 8,676,1278,12,1층 D블록7열 4
1층,B블록,7,9,1층 B블록7열 9,619,1285,12,1층 D블록7열 3
1층,B블록,7,10,1층 B블록7열 10,568,1289,12,1층 D블록7열 2
1층,B블록,7,11,1층 B블록7열 11,516,1294,12,1층 D블록7열 1
1층,C블록,7,1,1층 C블록7열 1,360,1306,12,1층 C블록7열 13
1층,C블록,7,2,1층 C블록7열 2,300,1309,12,1층 C블록7열 12
1층,C블록,7,3,1층 C블록7열 3,240,1312,12,1층 C블록7열 11
1층,C블록,7,4,1층 C블록7열 4,180,1314,12,1층 C블록7열 10
1층,C블록,7,5,1층 C블록7열 5,120,1316,12,1층 C블록7열 9
1층,C블록,7,6,1층 C블록7열 6,60,1317,12,1층 C블록7열 8
1층,C블록,7,7,1층 C블록7열 7,0,1318,12,1층 C블록7열 7
1층,C블록,7,8,1층 C블록7열 8,-60,1317,12,1층 C블록7열 6
1층,C블록,7,9,1층 C블록7열 9,-120,1316,12,1층 C블록7열 5
1층,C블록,7,10,1층 C블록7열 10,-180,1314,12,1층 C블록7열 4
1층,C블록,7,11,1층 C블록7열 11,-240,1312,12,1층 C블록7열 3
